9.728571428571427759e+00,8.120000000000000284e+01,8.447658599455822070e+01,8.320676314658260253e+01,8.368080517613228153e+01,8.324199596192673312e+01,8.263613679729927242e+01,8.284671532846715536e+01,8.339831059129303981e+01,8.403077500469132133e+01,8.298259288126786259e+01
9.542857142857142705e+00,7.707142857142856940e+01,8.578178694158074791e+01,8.459002293577981391e+01,8.473797559224695419e+01,8.389572773352642798e+01,8.248271804677158059e+01,8.276595744680851396e+01,8.364902056014246057e+01,8.423213286060831706e+01,8.464506172839506348e+01
9.500000000000000000e+00,8.512857142857143344e+01,8.616045845272206805e+01,8.335722477064220470e+01,8.395629672225416584e+01,8.362293657688965709e+01,8.168017686072218453e+01,8.237804878048780211e+01,8.243926300342410229e+01,8.197057180108026841e+01,8.376976925071298297e+01
9.914285714285714590e+00,8.432857142857143629e+01,8.604851442514713256e+01,8.500859106529209441e+01,8.523692928129051438e+01,8.473569876900796771e+01,8.406074904158064953e+01,8.529143897996357282e+01,8.418060743868767304e+01,8.425467022493327818e+01,8.507345225603357619e+01
1.027142857142857224e+01,8.700000000000000000e+01,8.676786481454962541e+01,8.388483025354534561e+01,8.406214039125431725e+01,8.320312500000000000e+01,8.177289377289376660e+01,8.229150900560011905e+01,8.249311071486464186e+01,8.335512796562674964e+01,8.245161290322580783e+01
1.034285714285714164e+01,8.300000000000000000e+01,8.616578077862375551e+01,8.335243553008595541e+01,8.435383950439417333e+01,8.381477718101321273e+01,8.233816139521135824e+01,8.328216149831132498e+01,8.293403347554971106e+01,8.331095338576635356e+01,8.340976530887510876e+01
9.971428571428571530e+00,8.444285714285713595e+01,8.576139948379696420e+01,8.442916487609225840e+01,8.438308886971526590e+01,8.426315026807709785e+01,8.346875461663465501e+01,8.358436026167656507e+01,8.397372742200329299e+01,8.434865900383141479e+01,8.384279475982532404e+01
9.400000000000000355e+00,8.468571428571428328e+01,8.613974799541810512e+01,8.365853658536585158e+01,8.383940135271261340e+01,8.283852280955828462e+01,8.187683284457477839e+01,8.226221079691516991e+01,8.325799160477880889e+01,8.387705072600414269e+01,8.381827462991321909e+01
1.014285714285714235e+01,8.322857142857142776e+01,8.577369855155599510e+01,8.459885386819485120e+01,8.491869333717080792e+01,8.320966099228867563e+01,8.284241531664213198e+01,8.287807111246758041e+01,8.320785597381342313e+01,8.326647564469914187e+01,8.375328083989501238e+01
9.942857142857143060e+00,8.479999999999999716e+01,8.719346049046320957e+01,8.521278120074509843e+01,8.553124100201554825e+01,8.499274310595065174e+01,8.410910168989030922e+01,8.438507600184247792e+01,8.486710963455149681e+01,8.512317167051578792e+01,8.488092052448487834e+01
