9.957142857142857295e+00,8.327142857142857224e+01,8.329280503504506328e+01,8.115879828326180245e+01,8.212186379928316171e+01,8.197757976430008853e+01,8.136700043535046234e+01,8.157081923812324931e+01,8.126984126984126533e+01,8.173701298701298867e+01,8.139000574382538389e+01
1.032857142857142918e+01,8.242857142857143060e+01,8.295194508009153367e+01,8.164901231033495321e+01,8.165282154110570900e+01,8.162737205290396503e+01,8.073089700996676754e+01,8.145102070788662729e+01,8.140060240963855165e+01,8.180494905385734228e+01,8.192541856925417676e+01
9.642857142857144126e+00,7.564285714285713880e+01,8.272558272558272563e+01,8.087267525035764493e+01,8.219707820108851593e+01,8.145857307249711710e+01,8.120474949319432767e+01,8.078846719623417982e+01,8.159332321699544366e+01,8.133745525545069199e+01,8.220046082949308186e+01
1.022857142857142776e+01,8.264285714285713880e+01,8.380040034315126718e+01,8.139302059496567665e+01,8.251217416213118838e+01,8.181033242193120714e+01,8.165337200870196455e+01,8.129136637740845117e+01,8.184591914569031701e+01,8.191312997347479552e+01,8.217382536801774506e+01
9.914285714285714590e+00,8.287142857142856656e+01,8.339530892448512134e+01,8.116688116688116850e+01,8.205937186289975216e+01,8.167073345772929827e+01,8.163560179164861097e+01,8.206937095825985296e+01,8.190634944688589769e+01,8.148880105401843821e+01,8.084112149532710134e+01
1.017142857142857082e+01,8.271428571428572241e+01,8.169859879897055066e+01,7.900228702115495594e+01,7.986250358063593069e+01,7.951184493898061589e+01,7.891235175007231817e+01,7.866588304437260604e+01,7.993625739869479219e+01,8.037156704361873949e+01,7.959067652075042076e+01
1.045714285714285730e+01,8.324285714285714732e+01,8.280646545558575156e+01,8.001144655887824797e+01,8.128939828080228835e+01,8.032786885245901942e+01,7.973031752936059036e+01,7.959393850228040890e+01,7.979321879276265861e+01,8.015653024620903011e+01,8.059356330699556281e+01
1.007142857142857117e+01,7.885714285714286120e+01,8.329280503504506328e+01,8.135374928448769083e+01,8.249283667621776317e+01,8.217935799625738014e+01,8.191319494846857197e+01,8.233643479545118282e+01,8.210896847260484321e+01,8.306330382495407605e+01,8.191358024691356832e+01
1.048571428571428577e+01,7.955714285714286405e+01,8.321888412017167980e+01,8.083524027459954198e+01,8.232171043191274862e+01,8.194504387857863037e+01,8.238019400608078513e+01,8.149513417870835497e+01,8.136627020433058988e+01,8.187192118226600712e+01,8.263753413968005646e+01
9.257142857142856229e+00,8.297142857142857508e+01,8.419622425629290774e+01,8.311390955924441926e+01,8.353667288646475697e+01,8.307426597582038141e+01,8.270960255294458818e+01,8.250961823024563557e+01,8.281655720177180058e+01,8.338328338328338418e+01,8.348420840877086846e+01
