0.000000000000000000e+00,8.726185293240180663e-01,1.443300418395008666e+00,2.245574705389779435e+00,3.135568027228950783e+00,3.989839953930413685e+00,4.843055738014264477e+00,5.688450237822420874e+00,6.549866642670787442e+00,7.503180371250483205e+00,8.484932116182502426e+00
0.000000000000000000e+00,9.974825283362303008e-01,1.098784541216718091e+00,1.991877827861716632e+00,2.863249844207612416e+00,3.747071195370283547e+00,4.637774700788510174e+00,5.625687265804082848e+00,6.626876016308840711e+00,7.621939540006801295e+00,8.608316917431656279e+00
0.000000000000000000e+00,9.988083052330201106e-01,1.173576019913092461e+00,1.965896230264759348e+00,2.856498342673412516e+00,3.744470909347274112e+00,4.630260351020253573e+00,5.620636102134925594e+00,6.621739212676443387e+00,7.616814691326954545e+00,8.603078856732741642e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.180859757484097550e+00,2.040334178751109562e+00,2.921017048857997622e+00,3.800129019203629888e+00,4.682332750026181323e+00,5.668046905410815128e+00,6.668704475913603602e+00,7.663138571765061080e+00,8.648566061144796535e+00
0.000000000000000000e+00,9.999077285323810793e-01,1.080491338868945661e+00,1.923380296004912671e+00,2.785586532105576829e+00,3.663668624955574771e+00,4.534899870402623101e+00,5.511836601151152593e+00,6.512841097887653419e+00,7.507906632139933478e+00,8.494902708396004698e+00
0.000000000000000000e+00,9.907835238870474903e-01,1.276683186696820238e+00,2.144630672338372790e+00,3.071836503431015331e+00,3.970110443236827713e+00,4.903374747993014537e+00,5.903710731435825920e+00,6.903813277464765363e+00,7.897722092444883657e+00,8.881757826392499666e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.317036961142181273e+00,2.221414310210893639e+00,3.131863503869467991e+00,4.024770550560523574e+00,4.970826079550853649e+00,5.973757493525079454e+00,6.974575614508596644e+00,7.968427511984633504e+00,8.951652416683307578e+00
0.000000000000000000e+00,9.904892510870030309e-01,1.255051600280504331e+00,2.104231265269126183e+00,2.988016925869292351e+00,3.879568790764035047e+00,4.795978476842559957e+00,5.798951125384714800e+00,6.799824024409709011e+00,7.794487242678306060e+00,8.779812469172458833e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.272079893694318509e+00,2.245811237292130169e+00,3.154317988958215579e+00,4.056752810779252094e+00,5.003420359654027649e+00,6.009767675679519527e+00,7.010391762629823553e+00,8.004039899841966843e+00,8.987009618655722676e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.230211509773528888e+00,2.193239125002715006e+00,3.116457192575149193e+00,4.013384805957009860e+00,4.944025023047450063e+00,5.949630716917740259e+00,6.950293034844776230e+00,7.943945420129169932e+00,8.927626553669298914e+00
